date,title,overall_rating,employee_details,pros,cons,ratings_breakup,outlook
30-Aug-18,"""Positive Experience""",4,Former Employee - Software Engineering,"Great people in the organization, some of the smartest and most dedicated folks I've run across were at Amazon.

Compensation depends on how the stock does, and the stock is doing extremely well.","Not too many, but I had a really good manager.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Aug-18,"""Senior HR Manager""",4,Current Employee - Senior Human Resources Manager,Amazon has a great culture of innovation that is great for long-term career growth. The opportunities to do something interesting and challenging are everywhere.,"For a technology company, the HR systems are inadequate or non-existent. There is so much potential to do cool and fun work, but it's hard to make time for it because of the bandwidth going towards administrative processes.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
30-Aug-18,"""HR Business Partner""",4,Current Employee - Senior Human Resources Business Partner,"I've been at Amazon for almost 4 years. I get to work with some of the smartest and innovative people on the planet. Amazon has made me better in everything I do. I came to Amazon looking for an opportunity to stretch and that has happened in every way. As an HR professional, I have to be open and objective. But, Amazon has stretched those skills, too. No problem or idea is too big or too small at Amazon. We're … 

Show More","Amazon is a large place and it's easy to get lost. You'll have to actively work to get to know people outside of your team. Amazon has a lot of Connections groups to help with this, but you have to make the time to do it. Amazon's Seattle location leaves a lot to be desired where diversity in ethnicity is concerned. The Seattle area has a very small population of people of color. So, living in the area can be a bit … 



Show More","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
30-Aug-18,"""Former Associate""",4,Current Employee - Associate,Away Team experience is amazing,Management turnover is very high,"[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
30-Aug-18,"""Strap in and lets go!""",4,Current Employee - Senior Program Manager,"Walking the talk regarding the leadership principles. Innovation, freedom, high performing group of folks.",Lack of standardization of HR processes.,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
13-Sep-18,"""Ambassador""",3,Current Employee - Anonymous Employee,You work with people from all walks of life. You create a bond with your time and the job is fast paced for the most part.,Amazon should pay more.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
13-Sep-18,"""It is okay""",3,Current Employee - Anonymous Employee,Good for someone who needs a decent job,You will quickly realize you won't be able to make much more money than what you start out with,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Aug-18,"""best place to work @ in the whole world disregard the poor pay rate!""",5,Current Employee - Fulfillment Associate,i am enjoying the flexibility,best place to work @ in the whole world disregard the poor pay rate!,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Executive Assistant- AMG""",5,Current Employee - Anonymous Employee,"I have been here two months and its been a great environment to work in, not only supportive bosses, but supportive team. I have learned so much in the past two months and I cannot wait for whats to come.",None at this point.,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Make History.""",5,Current Employee - Anonymous Employee,"You're surrounded by smart, hard working people, who are willing to try new ideas.","Loads of e-mail, much more than a normal office environment.","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""GREAT JOB TO HAVE""",5,Current Employee - Shipping,"Benefits, Fair Raises, No Uniforms, Shares of Stock, Benefits",On Your Feet All Day,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '4.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Tax Senior Manager""",5,Current Employee - Anonymous Employee,Exciting place to work and great coworkers on my team and throughout various business teams.,The pace and volume of work can be overwhelming.,"[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '4.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Systems Engineer II -- AWS""",5,Current Employee - Systems Engineer II,"Strong growth opportunity.
Never a dull moment.
Excellent coworkers.
Plenty of ways to make a positive impact.","Legacy systems.
Tribal knowledge.
Poor documentation.
Can be overwhelming.","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '1.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '1.0')]","['Recommends', 'Neutral Outlook', 'Disapproves of CEO', 'Disapproves of']"
29-Aug-18,"""Intern experience rolls into full-time roll""",5,Current Employee - Product Manager I,"Fast-paced, youthful, high-impact, and tech focused","Selling your ideas to leadership is draining, many things are duplicated internally, process improvement is gradual","[('Work/Life Balance', '2.0'), ('Culture &amp; Values', '3.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Aug-18,"""Awesome place to work""",5,Current Employee - Senior Manager,Cutting edge to work with. Less red tape and ownership to the level where you are deemed as product owner which makes day to day easy.,too many things to deal with it and sometimes easy thing takes long time but I personally enjoy the process as I get to know lot of things along the way,"[('Work/Life Balance', '1.0'), ('Culture &amp; Values', '2.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '3.0'), ('Senior Management', '3.0')]","[""Doesn't Recommend"", 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Aug-18,"""Customer Advisor""",5,Current Employee - Anonymous Employee,"Tons of freedom, great leadership, stretching skills for growth and plenty of career options",Not a lot of cons,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Working as a Software Developer at Amazon for 12 years (started out of college), love it""",5,Current Employee - Principal Software Engineer,"I love working with such talented coworkers with such a diverse skill set. I learn a ton from others. Over my 12 years at Amazon I've worked on tons of teams from on the amazon.com website to AWS. Each team brings new challenges and keeps me interested. The culture is great, and I enjoy the cycle of busy-to-relaxed depending on the time of year and what part of development my projects are in. I love the culture of … 
Show More","Amazon asks a lot of managers, so they're often stretched somewhat thin. And with people switching teams, it's common to have a different manager every year or so. This just makes it important to occasionally write down what you've been working on to hand context to your next managers(s). But this is a useful exercise for reflecting on your recent work, so it's not that big of a deal.","[('Work/Life Balance', '3.0'), ('Culture &amp; Values', '1.0'), ('Career Opportunities', '3.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'No opinion of CEO', 'No opinion of']"
29-Aug-18,"""Employee""",5,Current Employee - Anonymous Employee,"great culture, great people, really care about the customer, always learning, intellectually stimulating, independence, flexibility, great benefits",hard to think of any true negatives,"[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Very Happy with my Recent Transition""",5,Current Employee - Anonymous Employee,"> Great to be part of a company that is growing and thriving again
> Very competitive pay and benefits
> Good flexibility and work/life balance
> Exciting new and challenging projects
> Fast-paced yet strategic environment
> Great team dynamics","> Somewhat unclear development/growth path
> Limited access to local lunch venues","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '4.0'), ('Comp &amp; Benefits', '4.0'), ('Senior Management', '3.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
29-Aug-18,"""Amazon Web Services is the best if you love massive scale""",5,Current Employee - Network Engineer,"Awesome technology
Lots of smart, hardworking people
Interesting challenges
Massive scale","Good internal tools that don't always work well together
Not great 401k matching","[('Work/Life Balance', '4.0'), ('Culture &amp; Values', '5.0'), ('Career Opportunities', '5.0'), ('Comp &amp; Benefits', '5.0'), ('Senior Management', '5.0')]","['Recommends', 'Positive Outlook', 'Approves of CEO', 'Approves of']"
